search_term,video_title,comment,sentiment,score
London travel guide,London 2026 Travel Tips: Complete Planning Guide,"mate you should stop being so apple centric ""apple pay"" ""apple wallet"" not everyone is locked in their ecosystem",NEGATIVE,1.0
London travel guide,London 2026 Travel Tips: Complete Planning Guide,"I was thinking about a vacation trip to London, but I've heard the incident of crime by migrants there is so bad that the government it afraid to release the data on it. If it's so bad they won't say then it's seriously bad - which truly sucks!",NEGATIVE,1.0
London travel guide,London 2026 Travel Tips: Complete Planning Guide,"Has anyone visit London in September or November? If so, how was the weather, was it busy around that time.",NEGATIVE,1.0
London travel guide,London 2026 Travel Tips: Complete Planning Guide,"The Westminster Abby  is the primary stage for British royal history, hosting every English monarch's coronation since 1066. That is the main reason to go there!  Westminster is Beautiful!",POSITIVE,1.0
London travel guide,London 2026 Travel Tips: Complete Planning Guide,"Technically, I have found a few ""inaccuracies"" already in the first 2 mins. 

This year, only 8 months after you have released it, I have been looking to go to London for a mini break next April (I go several times a year). The weekend coincides with The London Marathon and Easter weekend 2027. Already, most of the hotels have already sold out OR have prices (Friday to the Tuesday) starting at a base level (the hotel I go to due to easy accessibility at weekends where the some of the tube lines go 24/7 from start of Friday to end of Sunday) at £799/$1054.28. Same period days when I went last December £501/$661.07. I am going in August and its costing for the same hotel £412/$543.63, Friday to the Tuesday. Hotels in London do Dynamic Pricing depending on events going on at all times of the year. The hotel I go to is not in the city but is extremely well served by both the tube, buses both day and night buses and DLR services. 

The base question should always be, ""What do I want to do?"" and plan from there. Each time I have gone, it's always a different plan with one main activity each time. 
November/December - Hyde Park Winter Wonderland - Just one example. 

From there, I can build around things I have looked at ranging from seasonal events to just exploring. In January for instance, they have an event around Canary Wharf which is a free light festival. 
A really great way to see the city from the river is on an Uber Clipper boat. The day views are good but it comes alive after dark. Services run in each direction about every 30 mins. The best route is from Westminster to North Greenwich where you see central London and then go at speed up to Canary Wharf then onto North Greenwich where the O2 arena is. It is like using a normal London Bus; going from near The London Eye (and depending which London Bus you go on) to see most of the same thing as the Tour Buses, covers the same route costs £1.75.. a tour bus anything from £25 upwards with premiums for the Christmas tours (doing the exact same route).",POSITIVE,0.99
London travel guide,London 2026 Travel Tips: Complete Planning Guide,"such a helpful guide, definitely bookmarking",POSITIVE,1.0
London travel guide,London 2026 Travel Tips: Complete Planning Guide,Might as well visit India.,POSITIVE,0.95
London travel guide,London 2026 Travel Tips: Complete Planning Guide,"I'd choose the National Portrait Gallery rather than the National Gallery any day.  It's right around the corner from the other.  The NPG is way less crowded (no throngs of tour groups) and easier to navigate. Also, the British Museum is well-known, but it has the ick factor of housing mostly stolen items that it refuses to return to where they originated.  Decide for yourself if that's okay with you.",NEGATIVE,1.0
London travel guide,London 2026 Travel Tips: Complete Planning Guide,next time making a video like this can you please say the times good vid though,POSITIVE,0.95
London travel guide,London 2026 Travel Tips: Complete Planning Guide,Great video!,POSITIVE,1.0
London travel guide,London 2026 Travel Tips: Complete Planning Guide,You mention using ApplePay for the train. Can I use that to pay for multiple riders or is it best to get them their own oyster card?,NEGATIVE,1.0
London travel guide,London 2026 Travel Tips: Complete Planning Guide,"Harry Potter’s studios is not really in London, people say it’s in London but it’s a way off and away from it 😅 I wouldn’t recommend getting there while staying in London, do it on its own if you are planning to go up somewhere else..",NEGATIVE,0.99
London travel guide,London 2026 Travel Tips: Complete Planning Guide,The best video I’ve seen about travel tips! Thank you!,POSITIVE,1.0
London travel guide,London 2026 Travel Tips: Complete Planning Guide,Love seeing travel agencies London England content. What made you choose this one specifically?,POSITIVE,0.98
London travel guide,London 2026 Travel Tips: Complete Planning Guide,The best YouTube video I watched about London. Thank you.,POSITIVE,1.0
London travel guide,London 2026 Travel Tips: Complete Planning Guide,"Hi, on May 12 I will be traveling from austin to heathrow,  I will spend three days. On the 16 iam embarking on a cruise to norway and Denmark.  I need your advice. How is the weather.  I will get there on the 13 in am 915. Staying on the holiday inn express in Mansfield.  Thinking of doing a  excursion at 130 to 530. With viator an later going to the theater. Do you think this is a good idea. Do I have time to do both. Do taking the tube is safe? . I know i will be taking the train to southampton on thev16 in am . 6:11 Going Solo. Where to eat?.I will appreciate your help. Ty",POSITIVE,0.97
London travel guide,London 2026 Travel Tips: Complete Planning Guide,"Go to London, I guarantee you'll either be mugged or not appreciated. Catch the train to London, stopping at Rejection, Disappointment, Backstabbing Central and Shattered Dreams Parkway.",NEGATIVE,0.99
London travel guide,London 2026 Travel Tips: Complete Planning Guide,Too many adds do not watch,NEGATIVE,0.97
London museums review,Best LONDON MUSEUMS (and what to do after),THe V&A's Jewellry room was better than the crown jewells. Full of tiaras and way more.,POSITIVE,1.0
London museums review,Best LONDON MUSEUMS (and what to do after),This content is gold.,POSITIVE,1.0
London museums review,Best LONDON MUSEUMS (and what to do after),My company had our Christmas dinner in the space under the Cutty Sark one year. Contact them for details of how to book it.,POSITIVE,0.66
London museums review,Best LONDON MUSEUMS (and what to do after),"Fantastic ,  Superb . . . .  . . . . . . .",POSITIVE,1.0
London museums review,Best LONDON MUSEUMS (and what to do after),Love videos like this,POSITIVE,1.0
London museums review,Best LONDON MUSEUMS (and what to do after),"Thanks, very informative",POSITIVE,1.0
London museums review,Best LONDON MUSEUMS (and what to do after),that dead mosquito part really got me,POSITIVE,0.9
London museums review,Best LONDON MUSEUMS (and what to do after),So much history and culture in one place,POSITIVE,0.99
London museums review,Best LONDON MUSEUMS (and what to do after),"hello, i really love ur video and the music, so could i have the names of the background music u play in ur video. I really love that. Thank u!!!",POSITIVE,1.0
London museums review,Best LONDON MUSEUMS (and what to do after),Decent selection of Museums but there are so many more interesting museums in London that are missing here. My favourite of the ones listed here would undoubtedly be The National Gallery.,NEGATIVE,1.0
London museums review,Best LONDON MUSEUMS (and what to do after),try,NEGATIVE,0.75
London museums review,Best LONDON MUSEUMS (and what to do after),"80 MILLION items in the Natural History Museum?! This seems impossible. Can we define ""items?""",NEGATIVE,1.0
London museums review,Best LONDON MUSEUMS (and what to do after),Lovely and super handy video,POSITIVE,1.0
London museums review,Best LONDON MUSEUMS (and what to do after),It is a shame that Indonesia do not pay attention to the art and the museum. So it is difficult to find any museums in Indonesia that similar to another museums entire the world.,NEGATIVE,1.0
London museums review,Best LONDON MUSEUMS (and what to do after),The flies! Lol. I’m heading to London next week (early Feb). Can you do a WINTER in London video?,NEGATIVE,0.99
London museums review,Best LONDON MUSEUMS (and what to do after),Dead Flies on a mantle piece 😂,NEGATIVE,0.99
London museums review,Best LONDON MUSEUMS (and what to do after),The British and natural history museums are my favorites.,POSITIVE,1.0
London museums review,Best LONDON MUSEUMS (and what to do after),Great video!,POSITIVE,1.0
London museums review,Best LONDON MUSEUMS (and what to do after),"Other smaller museums i'd reccommend are sir john soanes museum, the wallave collection(near oxford street for a more bridgerton fix and also has a nice courtyard cafe) and dont miss the national portrait gallery around the corner from the national gallery lots of historical portraits and many fascinating modern ones of famous people and a good shop for buying images of your heroes like writers etc.",POSITIVE,1.0
London museums review,Museums of London — Rick Steves&#39; Europe Travel Guide,"Today, I completed my Chevining Scholarship Application. I already have an Offer from King's College London. The very first thing I want to do in UK visiting British Museum and Natural History Museum, too.",POSITIVE,0.99
London museums review,Museums of London — Rick Steves&#39; Europe Travel Guide,"According to archaeologists, including myself, the best Egyptian Collection outside of Cairo is The Egyptian Museum in Turin, Italy. Thank you.",POSITIVE,1.0
London museums review,Museums of London — Rick Steves&#39; Europe Travel Guide,كل دا مسروق من مصر,NEGATIVE,0.84
London museums review,Museums of London — Rick Steves&#39; Europe Travel Guide,The british museum must rival the evidence locker at the fbi. Filled with all the gear the brits nicked across the empire.,NEGATIVE,1.0
London museums review,Museums of London — Rick Steves&#39; Europe Travel Guide,ok,POSITIVE,1.0
London museums review,Museums of London — Rick Steves&#39; Europe Travel Guide,Nothing in the museum belongs to British,NEGATIVE,1.0
London museums review,Museums of London — Rick Steves&#39; Europe Travel Guide,Nice sir,POSITIVE,1.0
London museums review,Museums of London — Rick Steves&#39; Europe Travel Guide,"Love Rick. Without audio guides, it would mean nothing",POSITIVE,0.81
London museums review,Museums of London — Rick Steves&#39; Europe Travel Guide,Cool,POSITIVE,1.0
London museums review,Museums of London — Rick Steves&#39; Europe Travel Guide,Masterpiece Of Pirate art 🖼️  never doubt  hey great great great grandpa  u are famous now  🇪🇬,POSITIVE,0.99
London museums review,Museums of London — Rick Steves&#39; Europe Travel Guide,Good stuff if the majority of this treasure was not stolen to other countries. It's time to return them and restore the robbery,POSITIVE,0.95
London museums review,Museums of London — Rick Steves&#39; Europe Travel Guide,One thing the British do well are museums - you could spend weeks in among the great one they have.,POSITIVE,1.0
London museums review,Museums of London — Rick Steves&#39; Europe Travel Guide,Good info. Leaving next week for london,POSITIVE,0.99
London museums review,Museums of London — Rick Steves&#39; Europe Travel Guide,"Really interesting, but why interchange Britain and England as if it were the same thing?",NEGATIVE,0.99
London museums review,Museums of London — Rick Steves&#39; Europe Travel Guide,The Biggest Th i e ft in the World is Britain(England)👈👈😐,POSITIVE,0.99
London museums review,Museums of London — Rick Steves&#39; Europe Travel Guide,“Collect”,POSITIVE,1.0
London museums review,Museums of London — Rick Steves&#39; Europe Travel Guide,Why do some folks today think everything is propaganda? That is pretty inaccurate. there is good and bad in those times. Like communism did infact kill millions.,NEGATIVE,1.0
London museums review,Museums of London — Rick Steves&#39; Europe Travel Guide,"I’m from London but this has opened my eyes much more to all the museums around me, what a great video",POSITIVE,1.0
London museums review,Museums of London — Rick Steves&#39; Europe Travel Guide,Nice,POSITIVE,1.0
London museums review,Museums of London — Rick Steves&#39; Europe Travel Guide,The British Museum seems to mostly bee a Egyptian museum lol,NEGATIVE,1.0
London museums review,Ranking London&#39;s top museums (from best to WORST),"Post-911 security changed the experience of visiting the British Museum. You used to be able to walk in off the street, no queues, no security. The other entrance was particularly nice, it felt like sneaking in through a side door. One of the advantages of being free is that there are no queues to pay or show tickets but now there are queues for security anyway.",NEGATIVE,0.94
London museums review,Ranking London&#39;s top museums (from best to WORST),"Come on... there is no reason AT ALL to not put the British in number one, IT IS #1 by far, objectively. And the National Gallery is not included here... come on again!! haha You have mentioned some irrelevant museums...",NEGATIVE,1.0
London museums review,Ranking London&#39;s top museums (from best to WORST),Thank you,POSITIVE,1.0
London museums review,Ranking London&#39;s top museums (from best to WORST),"Watch out for the re-opening of the 'London Museum' at the end of 2026; telling the story of the City from it's founding by the Romans to the present day, in it's new location on the site of the historic Smithfield Meat Market - London EC1A 9PS",POSITIVE,1.0
London museums review,Ranking London&#39;s top museums (from best to WORST),I should've watched this before my trip!,NEGATIVE,1.0
London museums review,Ranking London&#39;s top museums (from best to WORST),I love the Design Museum! Literally the first place I ever went to in London,POSITIVE,1.0
London museums review,Ranking London&#39;s top museums (from best to WORST),When I visited Athens Greece and saw they were displaying replicas of their own artifacts.... that were actually in London - it was so depressing and wrong!,NEGATIVE,1.0
London museums review,Ranking London&#39;s top museums (from best to WORST),"Churchill War Room is amazing to me because it's such a ""British"" place.  The war just ended, and everyone just up and went home, and locked the doors, abandoining the place for decades.  So unique.",POSITIVE,1.0
London museums review,Ranking London&#39;s top museums (from best to WORST),"My wife and I live in Chicago. Our son lives in London, so we’ve seen every major attraction. We are using your museum guide to see lesser-known sites. We’ve been to the Design Museum, the Sambourne House, the Museum of Brands, and the Bank of England Museum. (We’ve also seen the Canal Museum and the Vagina Museum, but those weren’t on your list.) All were good suggestions. Thanks, and keep up the good work",POSITIVE,1.0
London museums review,Ranking London&#39;s top museums (from best to WORST),Missing out on the Greenwich Observatory and several others. Science nerd here. Could spend a week in the NH museum.,NEGATIVE,1.0
London museums review,Ranking London&#39;s top museums (from best to WORST),"I don’t disagree with your list. I would only like to add a suggestion that sometimes doesn’t get considered when thinking about museums: the British Library, which has the Magna Carta, Shakespeare’s First Folio, and handwritten notes from the Beatles, Jane Austen and many more. I suppose that I still include it in the museum lists because these documents were in the British Museum when I first saw them. I’m going to see them again later this morning, and I can’t wait",NEGATIVE,0.75
London museums review,Ranking London&#39;s top museums (from best to WORST),Thanks - though my list would be in reverse order to your 1!,POSITIVE,1.0
London museums review,Ranking London&#39;s top museums (from best to WORST),"When it comes to rating a museum the quality of collection is the only thing that matters. The British Museum is always crowded and busy but isn't that expected? I have been to a few big museums such as the Metropolitan Museum in NYC, the Smithsonian Museum of Space and Science in Washington DC, the Louvre in Paris and the British Museum.  IMO they all worth the ordeal.",POSITIVE,0.77
London museums review,Ranking London&#39;s top museums (from best to WORST),"em, the Tate?",NEGATIVE,0.91
London museums review,Ranking London&#39;s top museums (from best to WORST),"I’m going to London in November. It will be my fourth time in London. I’ve done most of the tourist stuff. This time I’m looking at staying in Islington and I was curious if that was a good idea. By the way, I have followed your YouTube channel since my first trip to London in 2019. ￼￼",POSITIVE,0.96
London museums review,Ranking London&#39;s top museums (from best to WORST),"There are just so many - Garden Museum, Army Museum, John Soane, Wellcome, Hunterian, Old Operating Theatre, etc, etc. 
I can see why people go the big ones - they are spectacular - but if you want something a bit quieter and more unusual, there’s a whole lot to choose from.",POSITIVE,1.0
London museums review,Ranking London&#39;s top museums (from best to WORST),"6:41  V&A storehouse ...""I don't know anywhere in the world ..."" :   In Rotterdam the Museum Boijmans-Van Beuningen has an iconic 'conic' bowl shaep Depot Museum :  Depot Boijmans Van Beuningen.  ( nicked ' De Pot van Boijmans ' ) , where the entire Boijmans Van Beuningen collection can be seen . Guides can lead you along the stored collection . There are view on restoration experts working on artifacts ...",POSITIVE,0.99
London museums review,Ranking London&#39;s top museums (from best to WORST),"My favorite is the National Portrait Gallery.  Located just around the corner from the over-crowded National Gallery.  It's also free (although there might be a charge for special exhibits) and is way more manageable and engaging.  Not just stuffy old portraits, but lots of contemporary works of familiar subjects.  While in that area, pop right across the street to St. Martin-in-the-Fields for a look at their lovely sanctuary and perhaps view a free concert.  You can also grab a relatively inexpensive lunch at Café in the Crypt below the church.",POSITIVE,1.0
London museums review,Ranking London&#39;s top museums (from best to WORST),"I could make an entire vacation to London just visiting all of these museums.  As for being woke, you wear it well.",POSITIVE,1.0
London museums review,Ranking London&#39;s top museums (from best to WORST),The National Gallery and The Tate are two of the premier art museums in the world and are not even on this list. To me this makes this list garbage.,NEGATIVE,1.0
